trip_id,driver_id,rider_id,city,pickup_lat,pickup_lng,drop_lat,drop_lng,distance_km,fare_amount,status,payment_method,pickup_time,drop_time
19576,5685,20853,Seattle,37.646184553045416,-76.93015240950123,37.69429344247528,-76.94971990840286,4.24,11.96,Completed,Card,2023-01-14 14:15:00,2023-01-14 14:27:43.200000000
19577,1201,79825,New York,40.65857039605413,-96.10164372718799,40.63974765609334,-96.11118021520453,7.46,18.02,Cancelled,UPI,2023-01-14 14:16:00,2023-01-14 14:38:22.800000000
19578,2004,64998,Chicago,37.249010345916226,-94.85701273831435,37.25033431674895,-94.8404946549035,6.51,17.94,Completed,Wallet,2023-01-14 14:17:00,2023-01-14 14:36:31.800000000
19579,2312,42376,Chicago,37.683915369579054,-94.96126265710271,37.68105712581068,-94.96204660773886,5.51,8.01,Cancelled,Card,2023-01-14 14:18:00,2023-01-14 14:34:31.800000000
19580,3025,66167,Seattle,40.280732851335614,-113.93000042825244,40.2494089463471,-113.94263726204764,5.08,14.84,Completed,Card,2023-01-14 14:19:00,2023-01-14 14:34:14.400000000
19581,4133,65127,Seattle,38.28600088933322,-93.08216890601916,38.32844100659669,-93.1263102651135,10.44,19.42,Cancelled,Wallet,2023-01-14 14:20:00,2023-01-14 14:51:19.200000000
19582,5221,41711,Seattle,39.768838232658226,-104.5637400734345,39.78880555676262,-104.56203036197338,4.54,10.39,Completed,Card,2023-01-14 14:21:00,2023-01-14 14:34:37.200000000
19583,7192,15496,San Francisco,38.71588104554305,-79.27218218215228,38.72060125067804,-79.28623651205255,6.25,10.99,Completed,Cash,2023-01-14 14:22:00,2023-01-14 14:40:45.000000000
19584,4671,95536,Los Angeles,38.68375051423001,-92.57111783005286,38.648868561265324,-92.58678161606272,4.14,12.06,Completed,UPI,2023-01-14 14:23:00,2023-01-14 14:35:25.200000000
19585,5941,17920,Los Angeles,38.22226385917919,-117.79830781581683,38.17903402961997,-117.78663887277919,5.92,13.55,Completed,Card,2023-01-14 14:24:00,2023-01-14 14:41:45.600000000
19586,2604,62314,Los Angeles,39.7453241655178,-114.30150165637826,39.72202321517299,-114.27258224545945,5.59,18.02,Completed,Cash,2023-01-14 14:25:00,2023-01-14 14:41:46.200000000
19587,2902,12700,Los Angeles,37.57842515434899,-106.3244799493277,37.5945046817751,-106.29920307892208,7.21,21.62,Completed,Wallet,2023-01-14 14:26:00,2023-01-14 14:47:37.800000000
19588,5588,27958,Seattle,38.6705814557919,-89.43878450617603,38.70041505475411,-89.46526068330533,0.77,4.18,Completed,Wallet,2023-01-14 14:27:00,2023-01-14 14:29:18.600000000
19589,9160,25388,Boston,39.63799512169077,-102.61637301990821,39.62026242108463,-102.63312269371792,6.09,15.51,Completed,Card,2023-01-14 14:28:00,2023-01-14 14:46:16.200000000
19590,3349,94072,San Francisco,40.74850329290236,-118.88138385080681,40.76135889961368,-118.86248701936422,6.58,16.25,Completed,Cash,2023-01-14 14:29:00,2023-01-14 14:48:44.400000000
19591,6059,17192,Seattle,37.528456680885455,-87.57330531253567,37.49803313733115,-87.55291017586072,4.22,8.89,Completed,Card,2023-01-14 14:30:00,2023-01-14 14:42:39.600000000
19592,8928,39970,Los Angeles,37.48005876417512,-116.8289263869446,37.44697298121119,-116.81067365549065,2.64,5.44,Completed,UPI,2023-01-14 14:31:00,2023-01-14 14:38:55.200000000
19593,8120,15568,Chicago,39.907313930908366,-74.01295841642083,39.900126935444874,-74.02013333379409,12.47,24.36,Completed,Wallet,2023-01-14 14:32:00,2023-01-14 15:09:24.600000000
19594,5364,11551,San Francisco,37.50954473382488,-76.30041749809813,37.55887888259514,-76.32353123062647,4.24,10.87,Completed,UPI,2023-01-14 14:33:00,2023-01-14 14:45:43.200000000
19595,5719,47447,Los Angeles,39.737989606879495,-103.8845177520902,39.732964244239135,-103.92315071552697,10.04,22.19,Completed,Card,2023-01-14 14:34:00,2023-01-14 15:04:07.200000000
19596,7243,38870,New York,37.24597454103874,-116.20758020314385,37.240370808146224,-116.24048216783962,2.52,4.38,Completed,Wallet,2023-01-14 14:35:00,2023-01-14 14:42:33.600000000
19597,9081,95962,San Francisco,38.17795193865265,-89.31641598427223,38.21528323234095,-89.28858821013687,6.11,14.41,Completed,Cash,2023-01-14 14:36:00,2023-01-14 14:54:19.800000000
19598,3677,62953,Los Angeles,39.490945838168486,-105.62488831767008,39.482970050078656,-105.58225745843782,4.12,13.11,Completed,Wallet,2023-01-14 14:37:00,2023-01-14 14:49:21.600000000
19599,1547,87262,Boston,39.74614141822514,-76.41836938979324,39.70311036038223,-76.40658967472402,6.51,13.75,Completed,Wallet,2023-01-14 14:38:00,2023-01-14 14:57:31.800000000
19600,9550,22984,New York,40.287842397859094,-75.60751067762439,40.295771617616325,-75.6068790295884,2.77,5.59,Completed,Wallet,2023-01-14 14:39:00,2023-01-14 14:47:18.600000000
19601,4361,54204,New York,40.39534438396077,-99.15405555069243,40.39489442417869,-99.20131232287885,7.78,18.46,Completed,UPI,2023-01-14 14:40:00,2023-01-14 15:03:20.400000000
19602,2924,51395,Chicago,37.20764217575213,-99.53263946095225,37.228402564870166,-99.50569600131075,2.51,9.38,Completed,Wallet,2023-01-14 14:41:00,2023-01-14 14:48:31.800000000
19603,6243,27851,Seattle,37.125959331469076,-113.71487984504135,37.07904738352137,-113.71990196914106,3.52,7.32,Completed,Wallet,2023-01-14 14:42:00,2023-01-14 14:52:33.600000000
19604,5647,29748,Seattle,37.052158364038554,-73.59800330771373,37.016990969179,-73.5554231013346,6.92,20.56,Cancelled,Card,2023-01-14 14:43:00,2023-01-14 15:03:45.600000000
19605,7681,93765,Los Angeles,39.95707643663565,-113.25246355735226,39.9519532736542,-113.21266976423404,6.38,10.23,Completed,UPI,2023-01-14 14:44:00,2023-01-14 15:03:08.400000000
19606,3701,77070,Los Angeles,40.95986838412841,-78.8015729504967,40.99549273462136,-78.84250251944215,6.88,14.87,Completed,Cash,2023-01-14 14:45:00,2023-01-14 15:05:38.400000000
19607,1421,90899,San Francisco,40.120941188460435,-107.03980292038642,40.16759407634881,-107.06188105275938,6.06,18.04,Cancelled,Card,2023-01-14 14:46:00,2023-01-14 15:04:10.800000000
19608,1335,96190,Seattle,37.45653959354064,-108.2949739714707,37.47873877421837,-108.27156560670505,7.89,12.93,Completed,Wallet,2023-01-14 14:47:00,2023-01-14 15:10:40.200000000
19609,1056,16484,Chicago,39.97636683789242,-112.44877353742146,39.93153482182938,-112.41643629164224,7.64,18.71,Cancelled,Card,2023-01-14 14:48:00,2023-01-14 15:10:55.200000000
19610,4950,19213,Seattle,39.93396514413635,-74.92210118334603,39.89926832247388,-74.90653453685921,8.73,22.88,Completed,UPI,2023-01-14 14:49:00,2023-01-14 15:15:11.400000000
19611,8055,30202,New York,40.32115372410851,-97.47952630062777,40.276548093152286,-97.50559261444911,3.58,10.6,Completed,Cash,2023-01-14 14:50:00,2023-01-14 15:00:44.400000000
19612,4147,99553,Boston,37.76333467174985,-106.96576748324195,37.79020425273537,-106.93132794450243,9.65,22.23,Completed,Cash,2023-01-14 14:51:00,2023-01-14 15:19:57.000000000
19613,4537,65282,Seattle,40.02926656767939,-96.41224244855866,40.012015343462714,-96.39596492859856,6.16,14.66,Cancelled,Card,2023-01-14 14:52:00,2023-01-14 15:10:28.800000000
19614,7428,30925,Los Angeles,39.04685917783954,-74.58628921681719,39.07479559843448,-74.56984446237506,3.15,8.17,Completed,Wallet,2023-01-14 14:53:00,2023-01-14 15:02:27.000000000
19615,1721,72372,New York,38.60842625442455,-111.34072094554499,38.573776851411075,-111.34652555786015,6.17,16.99,Completed,Cash,2023-01-14 14:54:00,2023-01-14 15:12:30.600000000
19616,1385,94538,Los Angeles,37.77055616246413,-109.11772783866786,37.73454771379115,-109.0802714721958,9.76,16.56,Completed,Card,2023-01-14 14:55:00,2023-01-14 15:24:16.800000000
19617,3817,79366,Seattle,40.655699635822685,-84.90773657204235,40.669972309545635,-84.89556216853487,7.68,16.39,No-Show,UPI,2023-01-14 14:56:00,2023-01-14 15:19:02.400000000
19618,8426,92217,Los Angeles,39.43914291208401,-111.02813633912321,39.457958818649246,-111.06589728656097,6.96,11.66,Completed,Cash,2023-01-14 14:57:00,2023-01-14 15:17:52.800000000
19619,8115,67203,Boston,40.66064548366217,-99.15002215034129,40.61478475037751,-99.18693653217257,8.38,18.98,Completed,UPI,2023-01-14 14:58:00,2023-01-14 15:23:08.400000000
19620,1259,76045,Boston,38.42270757727054,-79.79736372458609,38.42841977712891,-79.78977078440406,2.71,5.08,Completed,UPI,2023-01-14 14:59:00,2023-01-14 15:07:07.800000000
19621,5488,55842,Boston,38.23483638180483,-76.86906329915662,38.22428618700016,-76.84536193172086,12.95,35.9,Completed,Cash,2023-01-14 15:00:00,2023-01-14 15:38:51.000000000
19622,9791,62901,San Francisco,38.31319473297901,-106.56887856564977,38.276166525319425,-106.5344551738875,9.86,19.79,No-Show,Cash,2023-01-14 15:01:00,2023-01-14 15:30:34.800000000
19623,8536,37257,Boston,38.67489263487501,-73.26978678361112,38.679411965046974,-73.24754865352372,5.48,13.46,Completed,Wallet,2023-01-14 15:02:00,2023-01-14 15:18:26.400000000
19624,4255,66270,Seattle,38.535354282536424,-109.43649066630338,38.522824793380664,-109.4486958136788,1.43,6.99,Completed,Wallet,2023-01-14 15:03:00,2023-01-14 15:07:17.400000000
19625,5048,27824,Boston,38.35891869372723,-120.36734328117178,38.39803203137911,-120.34823825886623,9.17,15.67,Completed,Card,2023-01-14 15:04:00,2023-01-14 15:31:30.600000000
19626,9947,31849,Seattle,37.25872737777921,-103.91658357132498,37.29368253239137,-103.89898127815718,4.44,14.77,Completed,Wallet,2023-01-14 15:05:00,2023-01-14 15:18:19.200000000
19627,4157,17581,Boston,39.275681655166025,-80.11607241672928,39.306458672691555,-80.13970870179377,7.33,14.23,Completed,Wallet,2023-01-14 15:06:00,2023-01-14 15:27:59.400000000
19628,1476,36749,Boston,40.51561160740511,-103.33206495980434,40.51680627512008,-103.35407724059769,4.76,12.76,Completed,Wallet,2023-01-14 15:07:00,2023-01-14 15:21:16.800000000
19629,6283,58970,Chicago,37.40808571262534,-80.26331812545578,37.43578161413853,-80.21858245283259,8.82,22.26,Completed,Cash,2023-01-14 15:08:00,2023-01-14 15:34:27.600000000
19630,3359,80765,Seattle,38.679533998777835,-91.40179614927902,38.704821152436935,-91.36823975450282,11.19,20.19,Completed,Cash,2023-01-14 15:09:00,2023-01-14 15:42:34.199999999
19631,8405,10448,Seattle,39.45861084642425,-109.69250731965805,39.45884292405229,-109.65730222757975,5.86,16.81,No-Show,Card,2023-01-14 15:10:00,2023-01-14 15:27:34.800000000
19632,9024,39837,San Francisco,38.842731814485404,-111.91291763651485,38.8395201619938,-111.89299385694427,6.08,15.1,Completed,Cash,2023-01-14 15:11:00,2023-01-14 15:29:14.400000000
19633,2261,27017,Los Angeles,39.16394880737718,-102.06636376347583,39.18131434934867,-102.06819620088672,5.23,11.59,Completed,Card,2023-01-14 15:12:00,2023-01-14 15:27:41.400000000
19634,7323,15886,San Francisco,37.8057952144082,-86.36754455028888,37.763771190599094,-86.38729837552363,7.38,17.94,Completed,Cash,2023-01-14 15:13:00,2023-01-14 15:35:08.400000000
19635,6937,72480,San Francisco,40.76853445648086,-94.52861056112305,40.7866018559782,-94.52306214133236,3.07,8.71,No-Show,Cash,2023-01-14 15:14:00,2023-01-14 15:23:12.600000000
19636,2582,35290,San Francisco,38.257522370131795,-109.07416200573591,38.29449880746661,-109.11794644069496,6.46,13.37,Completed,Wallet,2023-01-14 15:15:00,2023-01-14 15:34:22.800000000
19637,2498,31993,Boston,38.197981069222756,-87.93411307516416,38.16529050527111,-87.97517481763558,6.09,11.1,Completed,UPI,2023-01-14 15:16:00,2023-01-14 15:34:16.200000000
19638,9940,48414,San Francisco,38.83292955922156,-119.08164364437961,38.82927948579534,-119.07749300027436,7.31,10.35,Completed,UPI,2023-01-14 15:17:00,2023-01-14 15:38:55.800000000
19639,9722,33499,Chicago,37.32227497429938,-94.86966411668453,37.32435242102653,-94.87510934338144,5.3,8.59,Completed,Card,2023-01-14 15:18:00,2023-01-14 15:33:54.000000000
19640,3209,76453,Los Angeles,40.92174138940791,-75.65576295858678,40.87890618063695,-75.60858061278815,6.68,14.24,Completed,UPI,2023-01-14 15:19:00,2023-01-14 15:39:02.400000000
19641,5063,23498,San Francisco,38.93944860433547,-105.08911713310061,38.90390421720833,-105.06743706149057,3.22,9.57,Completed,Wallet,2023-01-14 15:20:00,2023-01-14 15:29:39.600000000
19642,8228,16937,Los Angeles,38.767835196907654,-111.08445706841961,38.811366129311345,-111.04500196034355,3.49,8.37,Completed,UPI,2023-01-14 15:21:00,2023-01-14 15:31:28.200000000
19643,6666,56694,New York,40.85207658005248,-82.17422009367525,40.833736818968774,-82.19909016731751,6.42,10.72,Completed,Wallet,2023-01-14 15:22:00,2023-01-14 15:41:15.600000000
19644,9681,72698,New York,38.790181551230745,-114.42228301040618,38.78463098597102,-114.40886806473031,6.52,13.59,Completed,Cash,2023-01-14 15:23:00,2023-01-14 15:42:33.600000000
19645,9196,61184,San Francisco,40.323988531369004,-114.58149647001356,40.29247939942038,-114.5508686656192,6.96,14.75,Completed,UPI,2023-01-14 15:24:00,2023-01-14 15:44:52.800000000
19646,9267,84326,Chicago,37.347443050895855,-86.81835402199059,37.31819288726899,-86.80765129159201,7.15,20.34,Completed,Cash,2023-01-14 15:25:00,2023-01-14 15:46:27.000000000
19647,6372,88799,New York,37.6796187693604,-104.17013627856545,37.62977312247621,-104.16521714373356,13.78,29.88,Completed,Cash,2023-01-14 15:26:00,2023-01-14 16:07:20.400000000
19648,7150,42054,New York,39.06099140451999,-101.14280906420107,39.04398204288131,-101.10920911983582,8.96,17.58,Completed,Card,2023-01-14 15:27:00,2023-01-14 15:53:52.800000000
19649,1472,23503,Chicago,40.85180335562137,-88.1837297640151,40.836379391217896,-88.16448167575179,6.18,12.04,Completed,Cash,2023-01-14 15:28:00,2023-01-14 15:46:32.400000000
19650,1837,10002,Boston,39.869632632274985,-87.51503143286307,39.9182657280222,-87.48862114728657,11.08,25.77,Completed,Cash,2023-01-14 15:29:00,2023-01-14 16:02:14.400000000
19651,9794,15277,San Francisco,37.690689478764824,-105.66174286019813,37.66047852545697,-105.69591475513475,4.78,15.31,Completed,Cash,2023-01-14 15:30:00,2023-01-14 15:44:20.400000000
19652,2186,48073,Seattle,40.802620486329225,-78.67704644180114,40.81929907990015,-78.71391697167435,9.61,20.63,Completed,UPI,2023-01-14 15:31:00,2023-01-14 15:59:49.800000000
19653,7461,58268,New York,38.94663729002692,-104.80983691575881,38.897031088639245,-104.85019728115819,6.55,15.34,Cancelled,Card,2023-01-14 15:32:00,2023-01-14 15:51:39.000000000
19654,2481,36567,Chicago,39.5141635787031,-105.87251346114623,39.513691733622935,-105.82746290940116,3.61,11.28,Completed,Cash,2023-01-14 15:33:00,2023-01-14 15:43:49.800000000
19655,8699,81575,New York,40.942570160666726,-109.09044480747306,40.94514104887055,-109.07798235866859,6.74,15.78,Completed,UPI,2023-01-14 15:34:00,2023-01-14 15:54:13.200000000
19656,8332,99924,Los Angeles,39.743241484800855,-111.31244338500375,39.78457320853263,-111.27951433752806,3.74,10.07,Completed,Card,2023-01-14 15:35:00,2023-01-14 15:46:13.200000000
19657,1231,52886,New York,39.05189002035286,-115.36369667939277,39.061298544303085,-115.39965683279485,3.7,9.23,Completed,Wallet,2023-01-14 15:36:00,2023-01-14 15:47:06.000000000
19658,1327,79682,Seattle,40.382161623066345,-87.35533065865044,40.4311389862903,-87.4053297620926,5.03,14.48,Cancelled,Card,2023-01-14 15:37:00,2023-01-14 15:52:05.400000000
19659,7381,13762,Los Angeles,40.799044647403065,-113.74344476336651,40.80178225752243,-113.71521112916022,8.32,16.59,Completed,Wallet,2023-01-14 15:38:00,2023-01-14 16:02:57.600000000
19660,6239,94634,Seattle,40.91476253404807,-107.08913811653711,40.95465105041873,-107.08614640709581,3.93,13.45,Completed,Wallet,2023-01-14 15:39:00,2023-01-14 15:50:47.400000000
19661,1949,70171,Boston,40.9334009523146,-83.64056947136966,40.932124158545896,-83.65165430971723,5.2,11.6,Completed,Wallet,2023-01-14 15:40:00,2023-01-14 15:55:36.000000000
19662,8038,28856,Chicago,38.7478843432818,-88.38025198055738,38.77619957583674,-88.38277946309469,2.67,7.36,Completed,Card,2023-01-14 15:41:00,2023-01-14 15:49:00.600000000
19663,9048,72838,Boston,40.01468471027072,-92.289636061689,40.0631236295875,-92.3022100667275,9.44,23.28,Completed,Cash,2023-01-14 15:42:00,2023-01-14 16:10:19.200000000
19664,3297,34176,Los Angeles,39.8812227105407,-78.76939809340186,39.888902423511176,-78.80785080888523,9.21,21.37,Completed,UPI,2023-01-14 15:43:00,2023-01-14 16:10:37.800000000
19665,2307,93313,New York,37.122122351126634,-102.77097712580306,37.119254069037396,-102.73267448868921,4.37,9.96,Completed,Cash,2023-01-14 15:44:00,2023-01-14 15:57:06.600000000
19666,9389,94384,Boston,39.22576432894293,-94.18208030243568,39.26631777065914,-94.15469387742645,4.27,7.75,Completed,Wallet,2023-01-14 15:45:00,2023-01-14 15:57:48.600000000
19667,3779,58334,Los Angeles,39.486078898083086,-103.87879309429921,39.44853221943918,-103.92562766055421,6.13,18.02,Completed,Card,2023-01-14 15:46:00,2023-01-14 16:04:23.400000000
19668,8318,41262,Boston,37.51163311285681,-107.94201812600346,37.49100618682461,-107.96569478113591,8.94,14.08,Completed,Wallet,2023-01-14 15:47:00,2023-01-14 16:13:49.200000000
19669,4336,77338,Seattle,40.73567047368939,-85.14652778642149,40.70390554870055,-85.10724853810441,5.2,17.0,Cancelled,Card,2023-01-14 15:48:00,2023-01-14 16:03:36.000000000
19670,6335,18355,Los Angeles,37.08269263510222,-93.65730679980805,37.10785268725841,-93.62989591423664,2.94,6.39,No-Show,Wallet,2023-01-14 15:49:00,2023-01-14 15:57:49.200000000
19671,9407,69000,New York,37.42084127951558,-95.34870761879846,37.38656012527182,-95.30468005832667,9.08,22.93,Completed,Wallet,2023-01-14 15:50:00,2023-01-14 16:17:14.400000000
19672,8502,53141,Boston,38.60331371025281,-83.56727207041155,38.63151952245118,-83.54875010257044,4.94,13.76,Completed,UPI,2023-01-14 15:51:00,2023-01-14 16:05:49.200000000
19673,8526,35210,Chicago,40.97217265180798,-95.99075919278175,40.99453120543794,-96.01831705145818,4.7,11.06,Completed,Wallet,2023-01-14 15:52:00,2023-01-14 16:06:06.000000000
19674,2649,84683,Boston,37.117223672622174,-83.3185978603074,37.08725709683999,-83.32034716182234,8.48,21.88,Completed,UPI,2023-01-14 15:53:00,2023-01-14 16:18:26.400000000
19675,3862,58217,Los Angeles,37.89577819231802,-101.14985966050779,37.88090599741441,-101.12653439333415,3.32,8.51,Completed,Wallet,2023-01-14 15:54:00,2023-01-14 16:03:57.600000000
19676,9801,36695,San Francisco,38.39575489671057,-114.28855529484349,38.393835003613724,-114.26175553416414,9.53,25.62,No-Show,UPI,2023-01-14 15:55:00,2023-01-14 16:23:35.400000000
19677,1917,20598,New York,40.55955860326905,-119.04430372865025,40.522709303374434,-119.09087280097678,7.48,20.46,Cancelled,Card,2023-01-14 15:56:00,2023-01-14 16:18:26.400000000
19678,9353,96564,Boston,40.333841852634926,-80.91602631943704,40.357095585158575,-80.94262950006735,3.15,6.85,Completed,Wallet,2023-01-14 15:57:00,2023-01-14 16:06:27.000000000
19679,5137,24365,Los Angeles,37.29944204116109,-97.43565355459879,37.32814999789587,-97.48532479041926,8.58,22.65,Completed,Card,2023-01-14 15:58:00,2023-01-14 16:23:44.400000000
19680,8347,97951,Chicago,39.4792569644755,-79.16835480707613,39.487785588141996,-79.15106428896692,10.83,18.57,Completed,UPI,2023-01-14 15:59:00,2023-01-14 16:31:29.400000000
19681,6449,43486,New York,40.686810387191436,-90.63118815120944,40.677516382699935,-90.64122480924148,6.83,17.42,Completed,Wallet,2023-01-14 16:00:00,2023-01-14 16:20:29.400000000
19682,6682,41909,Seattle,38.04615988907251,-92.11931960560887,38.01615197618891,-92.07845884010052,11.79,32.93,Completed,UPI,2023-01-14 16:01:00,2023-01-14 16:36:22.200000000
19683,3811,29847,New York,38.94948454317309,-98.39969287230504,38.96510360700943,-98.36263286063361,8.0,20.48,Completed,UPI,2023-01-14 16:02:00,2023-01-14 16:26:00.000000000
19684,4421,92914,Chicago,38.951157156630146,-97.89216581983828,38.93613255566508,-97.88463897739695,6.95,13.78,Completed,Card,2023-01-14 16:03:00,2023-01-14 16:23:51.000000000
19685,5215,31000,Chicago,40.64460410939947,-101.61995511917056,40.63144129996858,-101.64186688148209,4.69,12.42,Completed,Card,2023-01-14 16:04:00,2023-01-14 16:18:04.200000000
19686,3721,23588,Los Angeles,38.08801418911692,-120.14874948812724,38.109044120037055,-120.19247595996619,6.67,14.32,Completed,Cash,2023-01-14 16:05:00,2023-01-14 16:25:00.600000000
19687,9314,59988,Boston,38.430747042656904,-89.25606798030013,38.40760173284981,-89.2916830452104,4.77,11.7,Completed,Cash,2023-01-14 16:06:00,2023-01-14 16:20:18.600000000
19688,4253,87074,New York,40.6275440187714,-91.51067590109791,40.61795635027555,-91.55391616272372,8.67,16.28,Completed,Cash,2023-01-14 16:07:00,2023-01-14 16:33:00.600000000
19689,1788,20488,San Francisco,39.51018674362777,-102.68035103789302,39.47110519268929,-102.66408689214155,3.56,9.47,Completed,Cash,2023-01-14 16:08:00,2023-01-14 16:18:40.800000000
19690,1256,85887,Chicago,40.77501585651823,-101.85195326268328,40.82063551494767,-101.86346916072361,12.32,30.12,Completed,Card,2023-01-14 16:09:00,2023-01-14 16:45:57.600000000
19691,5025,17759,Chicago,40.715033643787066,-86.35106436561409,40.73491650477326,-86.32075745345817,11.49,25.37,Completed,Wallet,2023-01-14 16:10:00,2023-01-14 16:44:28.200000000
19692,6956,76577,New York,39.55080383747474,-99.22799474951991,39.567658368384485,-99.20473454755992,4.48,11.12,Cancelled,Cash,2023-01-14 16:11:00,2023-01-14 16:24:26.400000000
19693,7741,66779,Seattle,38.08514000594452,-98.83337786835747,38.07596927775766,-98.85324302219102,4.21,10.31,Completed,UPI,2023-01-14 16:12:00,2023-01-14 16:24:37.800000000
19694,4654,24204,Chicago,38.59349041150211,-76.80139518571342,38.54811412993094,-76.81045860505469,3.08,7.32,Completed,Wallet,2023-01-14 16:13:00,2023-01-14 16:22:14.400000000
19695,8660,80338,Chicago,39.03034122682618,-115.70605498426347,39.01380171442616,-115.66286984903074,0.36,4.57,No-Show,Wallet,2023-01-14 16:14:00,2023-01-14 16:15:04.800000000
19696,4251,88022,Boston,37.457012148196085,-109.53658126412503,37.461809783218825,-109.5630248807625,6.75,11.11,Completed,Card,2023-01-14 16:15:00,2023-01-14 16:35:15.000000000
19697,6268,65518,Los Angeles,37.9840216221266,-94.73955434683323,38.032168578012225,-94.69885059971318,7.88,21.21,Completed,Wallet,2023-01-14 16:16:00,2023-01-14 16:39:38.400000000
19698,8176,30567,Los Angeles,38.750675871104775,-94.95518738454905,38.73250337103246,-94.96276291614849,3.3,8.87,Completed,Wallet,2023-01-14 16:17:00,2023-01-14 16:26:54.000000000
19699,8562,21695,Chicago,40.222969870579355,-95.58453137162786,40.2431305457728,-95.63096249901972,8.88,20.35,Completed,Cash,2023-01-14 16:18:00,2023-01-14 16:44:38.400000000
19700,9799,68308,Seattle,38.4162380146731,-110.62971968512397,38.42515113674606,-110.62437962659537,10.8,18.14,Completed,Card,2023-01-14 16:19:00,2023-01-14 16:51:24.000000000
19701,5426,28305,San Francisco,37.82774803415533,-90.77100899429225,37.78976232635364,-90.72279908601757,10.19,19.01,Completed,Cash,2023-01-14 16:20:00,2023-01-14 16:50:34.199999999
19702,4927,78405,Seattle,40.411995783662995,-109.93933750464328,40.38037900543161,-109.98242094112297,5.81,10.86,Completed,Card,2023-01-14 16:21:00,2023-01-14 16:38:25.800000000
19703,6326,71737,Chicago,40.46391517422213,-81.06110739528592,40.505590404605236,-81.04133939581958,6.36,18.07,Completed,Cash,2023-01-14 16:22:00,2023-01-14 16:41:04.800000000
19704,3152,35250,San Francisco,37.75172009316801,-108.6731460351765,37.711975450931156,-108.721401353864,6.62,14.06,No-Show,Card,2023-01-14 16:23:00,2023-01-14 16:42:51.600000000
19705,9738,58741,San Francisco,38.63994997062302,-107.24947371369764,38.62923381005836,-107.27385349279061,5.56,10.59,Completed,Card,2023-01-14 16:24:00,2023-01-14 16:40:40.800000000
19706,8888,12236,San Francisco,37.668850221879964,-80.2917633461798,37.71868228526092,-80.3337940974043,4.93,9.4,Completed,Cash,2023-01-14 16:25:00,2023-01-14 16:39:47.400000000
19707,6474,82050,San Francisco,40.50091742328977,-90.3274597439736,40.45671790804569,-90.31419268817362,5.27,12.4,Completed,UPI,2023-01-14 16:26:00,2023-01-14 16:41:48.600000000
19708,1488,14923,New York,37.611050995064744,-92.24282423195604,37.61252533238214,-92.21414478257624,8.76,25.88,Completed,Wallet,2023-01-14 16:27:00,2023-01-14 16:53:16.800000000
19709,2822,57090,Chicago,40.50314891062171,-118.53342281214861,40.49034279110289,-118.54736090806617,12.8,32.04,Completed,Wallet,2023-01-14 16:28:00,2023-01-14 17:06:24.000000000
19710,8760,63371,Seattle,37.630442548584845,-74.34898173214263,37.6496153302632,-74.38769395581433,11.02,18.3,Completed,UPI,2023-01-14 16:29:00,2023-01-14 17:02:03.600000000
19711,6622,44781,New York,37.2987004326326,-91.82823975046364,37.34795596444531,-91.82052551906142,7.18,18.58,Completed,Wallet,2023-01-14 16:30:00,2023-01-14 16:51:32.400000000
19712,4121,12352,San Francisco,37.240695731396706,-74.34443760379563,37.2688582444935,-74.31632061423609,10.44,27.9,Cancelled,Cash,2023-01-14 16:31:00,2023-01-14 17:02:19.200000000
19713,4774,96806,Boston,39.86709965317399,-108.42542343733352,39.86186868508064,-108.47541658240725,5.93,10.24,Completed,UPI,2023-01-14 16:32:00,2023-01-14 16:49:47.400000000
19714,7446,28243,Los Angeles,40.34528032186571,-106.8523841905022,40.35912542225815,-106.81937831791012,9.79,17.09,Completed,Cash,2023-01-14 16:33:00,2023-01-14 17:02:22.200000000
19715,4452,28434,Chicago,38.75494883245874,-108.86194001039468,38.7992047645138,-108.90831328505159,4.18,10.12,Completed,Cash,2023-01-14 16:34:00,2023-01-14 16:46:32.400000000
19716,9841,12043,Chicago,40.38882285387413,-76.7315343776789,40.346045837488575,-76.68184461707833,10.84,18.32,Completed,Cash,2023-01-14 16:35:00,2023-01-14 17:07:31.200000000
19717,9839,31058,New York,37.714194559232176,-121.17983654496844,37.73085975136222,-121.19287627276746,4.19,10.2,Completed,Cash,2023-01-14 16:36:00,2023-01-14 16:48:34.199999999
19718,6481,12728,San Francisco,38.31769248743706,-112.48511179122124,38.36293668008517,-112.50122381649533,9.65,22.27,Completed,Cash,2023-01-14 16:37:00,2023-01-14 17:05:57.000000000
19719,9572,64833,San Francisco,40.24066320974272,-107.9671136860608,40.24244341026668,-107.98262465318736,1.99,9.19,Completed,Card,2023-01-14 16:38:00,2023-01-14 16:43:58.200000000
19720,8833,42382,Seattle,37.55300082913402,-94.7537225814699,37.520272958620346,-94.72409610679095,5.42,15.68,No-Show,Wallet,2023-01-14 16:39:00,2023-01-14 16:55:15.600000000
19721,8117,71636,New York,38.84612466465144,-94.36721017911174,38.87875634710467,-94.3380401543281,5.65,16.06,Completed,UPI,2023-01-14 16:40:00,2023-01-14 16:56:57.000000000
19722,5887,26825,Seattle,37.529707044996265,-85.03703247645186,37.572953733402954,-85.00350583240888,10.08,17.62,Completed,UPI,2023-01-14 16:41:00,2023-01-14 17:11:14.400000000
